The top 30 ranked davis documents are:
121, 0.007981272573175558
21, 0.007731570382243227
245, 0.007360200557250508
1531, 0.0050942488467949016
1367, 0.0028368102390232404
31, 0.002537117499079646
80, 0.0022164180405536676
1040, 0.00218260664448931
254, 0.00202358432855193
452, 0.00194551011271608
157, 0.001626443805985346
392, 0.0016196066131116277
169, 0.001609918352367173
100, 0.0015631767643821163
561, 0.0014602840087288241
3870, 0.001444046342337089
997, 0.0013543281244108615
884, 0.0012778289183370665
202, 0.0012661922660597538
8, 0.001257561847415034
72, 0.0012305776711448691
145, 0.0011902026035829792
27, 0.0010921507879141884
645, 0.0010832015648381745
490, 0.0010627307767169783
2883, 0.0010501732635323825
81, 0.0010265160376341784
942, 0.0010102073903720018
125, 9.522922539819808E-4
247, 9.403400225059699E-4
